Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getResourceContentDigest,Complex Conditional,The conditional expression zipEntryName.startsWith(entryDirectory) && !zipEntryName.equals(entryDirectory) && isSignificant(zipEntryName) is complex.,149
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getResourceContentDigest,Complex Method,Cyclomatic complexity of the method is 8,149
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getResourceContentDigest,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + zipUrl + "!/"+ URLEncoder.encode(zipEntryName`"UTF-8").replace("+"`"%20")));" is 131.,149
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getHomeContentDigest,Complex Conditional,The conditional expression zipEntryName.startsWith(entryDirectory) && !zipEntryName.equals(entryDirectory) && isSignificant(zipEntryName) is complex.,203
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getHomeContentDigest,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + zipUrl + "!/"+ URLEncoder.encode(zipEntryName`"UTF-8").replace("+"`"%20")));" is 131.,203
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getZipContentDigest,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + urlContent.getJAREntryURL() + "!/"+ URLEncoder.encode(zipEntry.getName()`"UTF-8").replace("+"`"%20")));" is 158.,230
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getZipURLEntries,Complex Method,Cyclomatic complexity of the method is 11,257
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getZipURLEntries,Magic Number,The method contains a magic number: 8192,257
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,updateMessageDigest,Magic Number,The method contains a magic number: 8192,336
sweethome3d-5.6,com.eteks.sweethome3d.io,ContentDigestManager,getResourceContentSize,Complex Method,Cyclomatic complexity of the method is 9,379
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Long Statement,The length of the statement "Map<FurnitureCategory`Map<CatalogPieceOfFurniture`Integer>> furnitureHomonymsCounter=new HashMap<FurnitureCategory`Map<CatalogPieceOfFurniture`Integer>>();" is 155.,381
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Empty catch clause,The method has an empty catch block.,421
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Empty catch clause,The method has an empty catch block.,421
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Long Identifier,The length of the field PLUGIN_FURNITURE_CATALOG_FAMILY is 31.,421
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Long Statement,The length of the statement "ResourceBundle resource=ResourceBundle.getBundle(PLUGIN_FURNITURE_CATALOG_FAMILY`Locale.getDefault()`new URLContentClassLoader(pluginFurnitureCatalogUrl));" is 155.,421
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,DefaultFurnitureCatalog,Long Statement,The length of the statement "this.libraries.add(0`new DefaultLibrary(pluginFurnitureCatalogUrl.toExternalForm()`UserPreferences.FURNITURE_LIBRARY_TYPE`resource));" is 133.,421
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Complex Conditional,The conditional expression pluginFurnitureCatalogFile.canWrite() && (urlUpdate == null || urlUpdate.openConnection().getLastModified() < urlModificationDate) is complex.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Empty catch clause,The method has an empty catch block.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Empty catch clause,The method has an empty catch block.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Empty catch clause,The method has an empty catch block.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Long Identifier,The length of the field pluginFurnitureCatalogUrlUpdates is 32.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Long Identifier,The length of the field PLUGIN_FURNITURE_CATALOG_FAMILY is 31.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Long Statement,The length of the statement "if (pluginFurnitureCatalogFile.canWrite() && (urlUpdate == null || urlUpdate.openConnection().getLastModified() < urlModificationDate)) {" is 137.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Long Statement,The length of the statement "TemporaryURLContent contentCopy=TemporaryURLContent.copyToTemporaryURLContent(new URLContent(pluginFurnitureCatalogFile.toURI().toURL()));" is 138.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPluginFurnitureCatalog,Long Statement,The length of the statement "this.libraries.add(0`new DefaultLibrary(pluginFurnitureCatalogFile.getCanonicalPath()`UserPreferences.FURNITURE_LIBRARY_TYPE`resourceBundle));" is 142.,465
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readDefaultFurnitureCatalogs,Long Identifier,The length of the field CONTRIBUTED_FURNITURE_CATALOG_FAMILY is 36.,503
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readDefaultFurnitureCatalogs,Long Identifier,The length of the field ADDITIONAL_FURNITURE_CATALOG_FAMILY is 35.,503
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readDefaultFurnitureCatalogs,Long Statement,The length of the statement "readFurnitureCatalog(classPackage + "." + CONTRIBUTED_FURNITURE_CATALOG_FAMILY`preferences`furnitureHomonymsCounter`identifiedFurniture);" is 137.,503
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readDefaultFurnitureCatalogs,Long Statement,The length of the statement "readFurnitureCatalog(classPackage + "." + ADDITIONAL_FURNITURE_CATALOG_FAMILY`preferences`furnitureHomonymsCounter`identifiedFurniture);" is 136.,503
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readFurniture,Long Statement,The length of the statement "CatalogPieceOfFurniture piece=ignored == null ? readPieceOfFurniture(resource`index`furnitureCatalogUrl`furnitureResourcesUrlBase) : null;" is 138.,561
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Empty catch clause,The method has an empty catch block.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Empty catch clause,The method has an empty catch block.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "Content icon=getContent(resource`PropertyKey.ICON.getKey(index)`PropertyKey.ICON_DIGEST.getKey(index)`furnitureCatalogUrl`furnitureResourcesUrlBase`false`false);" is 161.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "Content planIcon=getContent(resource`PropertyKey.PLAN_ICON.getKey(index)`PropertyKey.PLAN_ICON_DIGEST.getKey(index)`furnitureCatalogUrl`furnitureResourcesUrlBase`false`true);" is 174.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "Content model=getContent(resource`PropertyKey.MODEL.getKey(index)`PropertyKey.MODEL_DIGEST.getKey(index)`furnitureCatalogUrl`furnitureResourcesUrlBase`multiPartModel`false);" is 173.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "float wallThicknessPercentage=getOptionalFloat(resource`PropertyKey.DOOR_OR_WINDOW_WALL_THICKNESS.getKey(index)`depth) / depth;" is 127.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "float wallDistancePercentage=getOptionalFloat(resource`PropertyKey.DOOR_OR_WINDOW_WALL_DISTANCE.getKey(index)`0) / depth;" is 121.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "boolean wallCutOutOnBothSides=getOptionalBoolean(resource`PropertyKey.DOOR_OR_WINDOW_WALL_CUT_OUT_ON_BOTH_SIDES.getKey(index)`true);" is 132.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "boolean widthDepthDeformable=getOptionalBoolean(resource`PropertyKey.DOOR_OR_WINDOW_WIDTH_DEPTH_DEFORMABLE.getKey(index)`true);" is 127.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "return new CatalogDoorOrWindow(id`name`description`information`tags`creationDate`grade`icon`planIcon`model`width`depth`height`elevation`dropOnTopElevation`movable`doorOrWindowCutOutShape`wallThicknessPercentage`wallDistancePercentage`wallCutOutOnBothSides`widthDepthDeformable`sashes`modelRotation`false`modelSize`creator`resizable`deformable`texturable`price`valueAddedTaxPercentage`currency);" is 394.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "return new CatalogLight(id`name`description`information`tags`creationDate`grade`icon`planIcon`model`width`depth`height`elevation`dropOnTopElevation`movable`lightSources`staircaseCutOutShape`modelRotation`false`modelSize`creator`resizable`deformable`texturable`horizontallyRotatable`price`valueAddedTaxPercentage`currency);" is 322.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,readPieceOfFurniture,Long Statement,The length of the statement "return new CatalogPieceOfFurniture(id`name`description`information`tags`creationDate`grade`icon`planIcon`model`width`depth`height`elevation`dropOnTopElevation`movable`staircaseCutOutShape`modelRotation`false`modelSize`creator`resizable`deformable`texturable`horizontallyRotatable`price`valueAddedTaxPercentage`currency);" is 320.,607
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getContent,Empty catch clause,The method has an empty catch block.,739
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getContent,Long Parameter List,The method has 7 parameters. ,739
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Long Statement,The length of the statement "return new float[][]{{Float.parseFloat(values[0])`Float.parseFloat(values[1])`Float.parseFloat(values[2])}`{Float.parseFloat(values[3])`Float.parseFloat(values[4])`Float.parseFloat(values[5])}`{Float.parseFloat(values[6])`Float.parseFloat(values[7])`Float.parseFloat(values[8])}};" is 280.,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 9,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 9,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 2,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 3,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 4,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 5,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 6,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 7,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getModelRotation,Magic Number,The method contains a magic number: 8,808
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getDoorOrWindowSashes,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + sashXAxisValues.length + " values in "+ PropertyKey.DOOR_OR_WINDOW_SASH_Y_AXIS.getKey(index)+ " key");" is 151.,836
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getDoorOrWindowSashes,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + sashXAxisValues.length + " values in "+ PropertyKey.DOOR_OR_WINDOW_SASH_WIDTH.getKey(index)+ " key");" is 150.,836
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getDoorOrWindowSashes,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + sashXAxisValues.length + " values in "+ PropertyKey.DOOR_OR_WINDOW_SASH_START_ANGLE.getKey(index)+ " key");" is 156.,836
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getDoorOrWindowSashes,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + sashXAxisValues.length + " values in "+ PropertyKey.DOOR_OR_WINDOW_SASH_END_ANGLE.getKey(index)+ " key");" is 154.,836
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getDoorOrWindowSashes,Long Statement,The length of the statement "sashes[i]=new Sash(Float.parseFloat(sashXAxisValues[i]) / doorOrWindowWidth`Float.parseFloat(sashYAxisValues[i]) / doorOrWindowDepth`Float.parseFloat(sashWidths[i]) / doorOrWindowWidth`(float)Math.toRadians(Float.parseFloat(sashStartAngles[i]))`(float)Math.toRadians(Float.parseFloat(sashEndAngles[i])));" is 304.,836
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Complex Method,Cyclomatic complexity of the method is 8,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Parameter List,The method has 5 parameters. ,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + lightSourceX.length + " values in "+ PropertyKey.LIGHT_SOURCE_Y.getKey(index)+ " key");" is 136.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + lightSourceX.length + " values in "+ PropertyKey.LIGHT_SOURCE_Z.getKey(index)+ " key");" is 136.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + lightSourceX.length + " values in "+ PropertyKey.LIGHT_SOURCE_COLOR.getKey(index)+ " key");" is 140.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected " + lightSourceX.length + " values in "+ PropertyKey.LIGHT_SOURCE_DIAMETER.getKey(index)+ " key");" is 143.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "int color=lightSourceColors[i].startsWith("#") ? Integer.parseInt(lightSourceColors[i].substring(1)`16) : Integer.parseInt(lightSourceColors[i]);" is 145.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Long Statement,The length of the statement "lightSources[i]=new LightSource(Float.parseFloat(lightSourceX[i]) / lightWidth`Float.parseFloat(lightSourceY[i]) / lightDepth`Float.parseFloat(lightSourceZ[i]) / lightHeight`color`lightSourceDiameters != null ? Float.parseFloat(lightSourceDiameters[i]) / lightWidth : null);" is 274.,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultFurnitureCatalog,getLightSources,Magic Number,The method contains a magic number: 16,884
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,DefaultHomeInputStream,Long Parameter List,The method has 5 parameters. ,105
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,DefaultHomeInputStream,Magic Number,The method contains a magic number: 2,105
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,DefaultHomeInputStream,Long Parameter List,The method has 5 parameters. ,134
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,readHome,Complex Conditional,The conditional expression contentContext != null && (!validZipFile || contentContext.containsInvalidContents()) is complex.,176
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,readHome,Complex Method,Cyclomatic complexity of the method is 23,176
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,readHome,Long Method,The method has 115 lines of code.,176
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,readHome,Long Statement,The length of the statement "ZipInputStream zipIn=new ZipInputStream(this.contentRecording == ContentRecording.INCLUDE_NO_CONTENT ? this.in : new FileInputStream(this.zipFile));" is 148.,176
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,readHome,Magic Number,The method contains a magic number: 2,176
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,isZipFileValidUsingInputStream,Magic Number,The method contains a magic number: 8192,346
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,isZipFileValidUsingDictionnary,Magic Number,The method contains a magic number: 8192,372
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeInputStream,copyEntry,Magic Number,The method contains a magic number: 8192,464
sweethome3d-5.6,com.eteks.sweethome3d.io,CopiedInputStream,close,Magic Number,The method contains a magic number: 8192,533
sweethome3d-5.6,com.eteks.sweethome3d.io,HomeObjectInputStream,resolveObject,Magic Number,The method contains a magic number: 2,566
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,DefaultHomeOutputStream,Long Statement,The length of the statement "this(out`compressionLevel`includeTemporaryContent ? ContentRecording.INCLUDE_TEMPORARY_CONTENT : ContentRecording.INCLUDE_ALL_CONTENT);" is 135.,69
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,DefaultHomeOutputStream,Long Parameter List,The method has 5 parameters. ,100
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeHome,Complex Conditional,The conditional expression content instanceof URLContent && !(content instanceof SimpleURLContent) && ((URLContent)content).isJAREntry() is complex.,137
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeHome,Complex Method,Cyclomatic complexity of the method is 12,137
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeHome,Long Statement,The length of the statement "else if (content instanceof URLContent && !(content instanceof SimpleURLContent) && ((URLContent)content).isJAREntry()) {" is 121.,137
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeResourceZipEntries,Complex Method,Cyclomatic complexity of the method is 8,228
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeResourceZipEntries,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + zipUrl + "!/"+ URLEncoder.encode(zipEntryName`"UTF-8").replace("+"`"%20")));" is 131.,228
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeHomeZipEntries,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + zipUrl + "!/"+ URLEncoder.encode(zipEntryName`"UTF-8").replace("+"`"%20")));" is 131.,280
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeZipEntries,Long Statement,The length of the statement "Content siblingContent=new URLContent(new URL("jar:" + urlContent.getJAREntryURL() + "!/"+ URLEncoder.encode(zipEntryName`"UTF-8").replace("+"`"%20")));" is 152.,307
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultHomeOutputStream,writeZipEntry,Magic Number,The method contains a magic number: 8192,323
sweethome3d-5.6,com.eteks.sweethome3d.io,HomeContentObjectsTracker,replaceObject,Complex Conditional,The conditional expression obj instanceof TemporaryURLContent || obj instanceof HomeURLContent || (contentRecording == ContentRecording.INCLUDE_ALL_CONTENT && obj instanceof Content) is complex.,361
sweethome3d-5.6,com.eteks.sweethome3d.io,HomeContentObjectsTracker,replaceObject,Complex Method,Cyclomatic complexity of the method is 14,361
sweethome3d-5.6,com.eteks.sweethome3d.io,HomeContentObjectsTracker,replaceObject,Long Statement,The length of the statement "if (obj instanceof TemporaryURLContent || obj instanceof HomeURLContent || (contentRecording == ContentRecording.INCLUDE_ALL_CONTENT && obj instanceof Content)) {" is 162.,361
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultLibrary,DefaultLibrary,Long Parameter List,The method has 8 parameters. ,49
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultPatternTexture,getWidth,Magic Number,The method contains a magic number: 10,68
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultPatternTexture,getHeight,Magic Number,The method contains a magic number: 10,72
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,DefaultTexturesCatalog,Empty catch clause,The method has an empty catch block.,186
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,DefaultTexturesCatalog,Empty catch clause,The method has an empty catch block.,186
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,DefaultTexturesCatalog,Long Identifier,The length of the field PLUGIN_TEXTURES_CATALOG_FAMILY is 30.,186
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,DefaultTexturesCatalog,Long Statement,The length of the statement "ResourceBundle resource=ResourceBundle.getBundle(PLUGIN_TEXTURES_CATALOG_FAMILY`Locale.getDefault()`new URLContentClassLoader(pluginTexturesCatalogUrl));" is 153.,186
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,DefaultTexturesCatalog,Long Statement,The length of the statement "this.libraries.add(0`new DefaultLibrary(pluginTexturesCatalogUrl.toExternalForm()`UserPreferences.TEXTURES_LIBRARY_TYPE`resource));" is 131.,186
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Complex Conditional,The conditional expression pluginTexturesCatalogFile.canWrite() && (urlUpdate == null || urlUpdate.openConnection().getLastModified() < urlModificationDate) is complex.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Empty catch clause,The method has an empty catch block.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Empty catch clause,The method has an empty catch block.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Empty catch clause,The method has an empty catch block.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Long Identifier,The length of the field pluginTexturesCatalogUrlUpdates is 31.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Long Identifier,The length of the field PLUGIN_TEXTURES_CATALOG_FAMILY is 30.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Long Statement,The length of the statement "if (pluginTexturesCatalogFile.canWrite() && (urlUpdate == null || urlUpdate.openConnection().getLastModified() < urlModificationDate)) {" is 136.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Long Statement,The length of the statement "TemporaryURLContent contentCopy=TemporaryURLContent.copyToTemporaryURLContent(new URLContent(pluginTexturesCatalogFile.toURI().toURL()));" is 137.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readPluginTexturesCatalog,Long Statement,The length of the statement "this.libraries.add(0`new DefaultLibrary(pluginTexturesCatalogFile.getCanonicalPath()`UserPreferences.TEXTURES_LIBRARY_TYPE`resourceBundle));" is 140.,229
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readDefaultTexturesCatalogs,Long Identifier,The length of the field ADDITIONAL_TEXTURES_CATALOG_FAMILY is 34.,267
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,readTexture,Long Statement,The length of the statement "Content image=getContent(resource`PropertyKey.IMAGE.getKey(index)`PropertyKey.IMAGE_DIGEST.getKey(index)`texturesUrl`texturesResourcesUrlBase);" is 143.,358
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,getContent,Empty catch clause,The method has an empty catch block.,394
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultTexturesCatalog,getContent,Long Parameter List,The method has 5 parameters. ,394
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Complex Method,Cyclomatic complexity of the method is 8,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setFurnitureCatalog(readCatalogs ? new DefaultFurnitureCatalog(localizedPreferences`(File)null) : new FurnitureCatalog());" is 122.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setFurnitureCatalogViewedInTree(Boolean.parseBoolean(localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"furnitureCatalogViewedInTree")));" is 156.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setNavigationPanelVisible(Boolean.parseBoolean(localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"navigationPanelVisible")));" is 144.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setAerialViewCenteredOnSelectionEnabled(Boolean.parseBoolean(getOptionalLocalizedString(localizedPreferences`"aerialViewCenteredOnSelectionEnabled"`"false")));" is 159.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setObserverCameraSelectedAtChange(Boolean.parseBoolean(getOptionalLocalizedString(localizedPreferences`"observerCameraSelectedAtChange"`"true")));" is 146.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setUnit(LengthUnit.valueOf(localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"unit").toUpperCase(Locale.ENGLISH)));" is 134.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setRulersVisible(Boolean.parseBoolean(localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"rulersVisible")));" is 126.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setGridVisible(Boolean.parseBoolean(localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"gridVisible")));" is 122.,55
sweethome3d-5.6,com.eteks.sweethome3d.io,DefaultUserPreferences,DefaultUserPreferences,Long Statement,The length of the statement "setFurnitureViewedFromTop(Boolean.parseBoolean(getOptionalLocalizedString(localizedPreferences`"furnitureViewedFromTop." + osName`localizedPreferences.getLocalizedString(DefaultUserPreferences.class`"furnitureViewedFromTop"))));" is 228.,55
