Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,run,9,1,0,463,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,updateShapeAppearance,16,6,2,473,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,run,3,1,0,494,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,characters,3,1,3,504,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,endElement,78,20,3,509,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getCharacters,3,1,0,588,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,handleRootAssetElementsEnd,29,8,1,595,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,handleImageElementsEnd,46,6,1,632,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,handleEffectElementsEnd,95,27,2,683,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getAppearanceMaterial,9,2,1,783,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,handleGeometryElementsEnd,64,17,2,796,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getFacesGeometry,77,17,1,870,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getLinesGeometry,37,8,1,951,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getIndices,31,9,1,993,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,getIndexCount,7,2,1,1028,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,mulTransformGroup,7,1,1,1039,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,endDocument,36,6,0,1051,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DAEHandler,computeBounds,22,6,3,1103,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,Ground3D,23,1,6,59,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,update,3,1,0,96,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,update,148,31,1,104,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,textureUpdated,5,1,1,125,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,compare,3,1,2,200,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,getPoints,25,6,1,290,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,getUndergroundAreas,7,2,2,321,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,addAreaGeometry,32,7,4,332,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Ground3D,addAreaSidesGeometry,27,4,5,375,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,LevelAreas,3,1,1,424,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,LevelAreas,4,1,2,428,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getLevel,3,1,0,433,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getUndergroundArea,3,1,0,437,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getRoomArea,3,1,0,441,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getWallArea,3,1,0,445,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getUndergroundSideArea,3,1,0,449,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LevelAreas,getUpperLevelArea,3,1,0,453,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,HomePieceOfFurniture3D,3,1,2,98,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,HomePieceOfFurniture3D,8,1,4,105,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,createPieceOfFurnitureNode,58,8,3,124,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,modelUpdated,6,1,1,163,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,modelError,3,1,1,174,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,cloneHomeTextures,20,7,1,180,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,update,7,1,0,205,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updatePieceOfFurnitureTransform,5,1,0,217,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updatePieceOfFurnitureColorAndTexture,19,5,1,229,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updateLight,48,8,0,256,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,getFilledModelNode,5,1,0,327,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,getOutlineModelNode,10,2,0,336,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updatePieceOfFurnitureVisibility,17,3,0,349,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updatePieceOfFurnitureModelMirrored,4,1,0,382,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,updatePieceOfFurnitureModelNode,42,7,4,391,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,getModelBox,10,1,1,477,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,createOutlineModelNode,5,1,1,492,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setOutlineAppearance,22,5,1,501,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setModelCapabilities,30,8,1,525,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setColorAndTexture,111,22,9,558,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,getTextureObserver,28,5,1,701,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,textureUpdated,23,5,1,706,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,getTextureCoordinates,13,1,3,732,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,isTexturesCoordinatesDefined,9,3,1,755,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,restoreDefaultMaterialAndTexture,17,3,2,769,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,restoreDefaultTextureCoordinatesGeneration,6,2,1,791,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setVisible,47,12,3,801,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,isSelected,9,3,1,864,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setCullFace,36,9,3,879,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setBackFaceNormalFlip,24,7,2,923,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,createPolygonAttributesWithChangeCapabilities,8,1,0,956,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,createAppearanceWithChangeCapabilities,5,1,0,965,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setAppearanceCapabilities,27,3,1,971,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,setGeometryCapabilities,10,2,1,1000,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LightSelectionListener,LightSelectionListener,3,1,1,461,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,LightSelectionListener,selectionChanged,10,2,1,465,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,DefaultMaterialAndTexture,8,1,1,1024,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getMaterial,3,1,0,1033,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getTransparencyAttributes,3,1,0,1037,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getPolygonAttributes,3,1,0,1041,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getTexCoordGeneration,3,1,0,1045,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getTexture,3,1,0,1049,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,DefaultMaterialAndTexture,getTextureAttributes,3,1,0,1053,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Label3D,Label3D,8,1,3,75,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Label3D,update,123,13,0,87,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Label3D,clear,8,1,0,233,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,ChunkID,3,1,1,319,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,valueOf,8,3,1,323,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,setUseCaches,3,1,1,357,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,load,15,2,1,367,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,load,14,2,1,384,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,openStream,7,2,2,401,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,load,3,1,1,412,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,load,19,2,2,419,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseStream,0,10,1,439,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,createScene,232,42,0,494,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,compare,18,4,2,655,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseEditorData,0,29,1,767,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseNamedObject,0,12,1,817,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseMeshData,0,19,2,844,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseKeyFramerData,0,19,1,921,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseKeyFramerTrackStart,23,6,1,1038,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseFacesData,7,2,1,1065,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseMaterial,0,41,1,1081,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseColor,0,9,1,1161,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parsePercentage,0,4,1,1206,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseTextureMap,0,25,1,1229,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,getEntryNameIgnoreCase,42,8,2,1299,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,readTexture,38,4,2,1342,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseMatrix,16,1,1,1388,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Max3DSLoader,parseVector,3,1,1,1413,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,Chunk3DS,8,2,2,1429,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,getID,3,1,0,1438,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,getLength,3,1,0,1442,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,incrementReadLength,3,1,1,1446,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,getReadLength,3,1,0,1450,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Chunk3DS,toString,3,1,0,1454,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,ChunksInputStream,5,1,2,1467,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,getBaseURL,3,1,0,1473,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readChunkHeader,12,1,0,1477,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,releaseChunk,9,3,0,1493,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,isChunckEndReached,4,1,0,1507,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readUntilChunkEnd,10,3,0,1515,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readUnsignedByte,10,2,0,1529,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianUnsignedShort,3,1,0,1542,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianShort,3,1,0,1549,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianShort,14,4,1,1556,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianFloat,3,1,0,1571,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianUnsignedInt,3,1,0,1578,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianUnsignedInt,3,1,1,1585,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianInt,3,1,0,1589,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readLittleEndianInt,16,4,1,1596,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ChunksInputStream,readString,12,3,0,1613,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,Mesh3DS,8,1,6,1642,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,getName,3,1,0,1653,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,getVertices,3,1,0,1657,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,getTextureCoordinates,3,1,0,1661,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,getFaces,3,1,0,1665,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DS,getTransform,3,1,0,1669,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,Face3DS,4,1,5,1684,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,getIndex,3,1,0,1693,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,getVertexIndices,3,1,0,1697,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,setNormalIndices,3,1,1,1701,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,getNormalIndices,3,1,0,1705,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,setMaterial,3,1,1,1709,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,getMaterial,3,1,0,1713,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,setSmoothingGroup,3,1,1,1717,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face3DS,getSmoothingGroup,3,1,0,1721,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,Material3DS,10,1,8,1739,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getName,3,1,0,1751,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,isTwoSided,3,1,0,1755,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getAmbientColor,3,1,0,1759,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getDiffuseColor,3,1,0,1763,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getSpecularColor,3,1,0,1767,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getShininess,3,1,0,1771,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getTransparency,3,1,0,1775,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Material3DS,getTexture,3,1,0,1779,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DSSharedVertex,Mesh3DSSharedVertex,4,1,2,1792,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DSSharedVertex,getFaceIndex,3,1,0,1797,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DSSharedVertex,getNormal,3,1,0,1801,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DSSharedVertex,setNextVertex,3,1,1,1805,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Mesh3DSSharedVertex,getNextVertex,3,1,0,1809,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,ModelManager,19,3,0,163,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getLoaderClass,29,3,1,184,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getInstance,6,2,0,213,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,clear,10,2,0,223,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getMinimumSize,3,1,0,237,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getSize,3,1,1,244,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getSize,8,1,2,255,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getBounds,3,1,1,275,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getBounds,10,2,2,286,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,isOrthogonalRotation,12,4,1,307,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,computeBounds,52,13,4,327,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,computeTransformedGeometryBounds,46,8,2,388,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,updateBounds,21,7,4,432,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getNormalizedTransformGroup,3,1,3,454,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getNormalizedTransformGroup,3,1,4,466,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getNormalizedTransform,3,1,3,481,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getNormalizedTransform,29,3,4,493,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getRotationTransformation,6,1,1,549,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getPieceOfFurnitureNormalizedModelTransformation,47,5,2,561,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,loadModel,3,1,2,629,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,loadModel,75,10,3,642,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,run,33,5,0,695,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,run,8,3,0,704,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,run,8,3,0,715,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,cloneNode,5,1,1,731,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,cloneNode,73,17,2,743,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,loadModel,115,12,1,818,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,shouldUseCaches,20,4,1,946,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,updateShapeNamesAndWindowPanesTransparency,20,6,1,972,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,turnOffLightsShareAndModulateTextures,52,14,2,998,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,checkAppearancesName,15,3,1,1060,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getMaterials,3,1,1,1081,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getMaterials,58,9,2,1088,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,compare,18,4,2,1097,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,searchAppearances,17,6,2,1152,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getFrontArea,59,13,2,1169,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getAreaOnFloor,21,3,1,1240,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getVertexCount,26,8,1,1265,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,computeBottomOrFrontArea,28,8,5,1296,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,computeBottomOrFrontGeometryArea,148,36,4,1338,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,addIndexedTriangleToPath,3,1,8,1499,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,addIndexedQuadrilateralToPath,3,1,9,1512,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,addTriangleToPath,18,3,8,1526,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,addQuadrilateralToPath,19,3,9,1554,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,computeVerticesOnFloor,63,14,3,1583,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getSurroundingPolygon,79,18,1,1657,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,compare,8,2,2,1664,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,isLeft,3,1,3,1772,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getAreaOnFloor,15,3,1,1777,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getMirroredArea,24,7,1,1799,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelManager,getShape,13,2,1,1829,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,SVGPathSupport,parsePathShape,12,1,1,1850,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelObserver,modelUpdated,0,1,1,1868,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,ModelObserver,modelError,0,1,1,1870,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,update,0,1,0,76,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getHomeTextureClone,18,4,2,81,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getShape,9,2,1,105,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getMaterial,17,3,3,118,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getTextureAttributes,3,1,1,144,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getTextureAttributes,30,4,2,151,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getAreaPoints,3,1,3,225,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranch,getAreaPoints,155,38,5,234,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,TextureKey,TextureKey,6,1,4,200,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,TextureKey,equals,4,1,1,207,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,TextureKey,hashCode,3,1,0,216,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Object3DBranchFactory,createObject3D,17,5,3,35,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,setUseCaches,3,1,1,1009,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,load,20,2,1,1019,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,load,19,2,1,1041,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,openStream,7,2,2,1063,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,load,3,1,1,1074,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,load,19,2,2,1081,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseObjectStream,0,4,2,1101,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,createScene,108,21,0,1140,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,getAppearance,10,3,1,1275,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseObjectLine,205,44,2,1289,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,createTokenizer,12,1,1,1520,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseInteger,13,2,1,1540,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseNumber,13,2,1,1556,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,skipBackSlash,12,3,1,1572,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseMaterial,33,3,2,1587,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseMaterialStream,0,4,3,1620,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,parseMaterialLine,177,37,5,1645,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,OBJLoader,getMaterial,8,2,1,1842,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Geometry,Geometry,13,4,3,1862,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Geometry,getVertexIndices,3,1,0,1878,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Geometry,getTextureCoordinateIndices,3,1,0,1882,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Geometry,hasTextureCoordinateIndices,3,1,0,1886,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Geometry,getMaterial,3,1,0,1891,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Line,Line,3,1,3,1900,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face,Face,10,3,5,1914,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face,isSmooth,3,1,0,1929,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face,getNormalIndices,3,1,0,1933,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Face,hasNormalIndices,3,1,0,1937,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Group,Group,4,1,1,1950,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Group,getName,3,1,0,1955,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Group,addGeometry,3,1,1,1959,0
sweethome3d-5.6,com.eteks.sweethome3d.j3d,Group,getGeometries,3,1,0,1963,0
